gss_code,leisure_density,wardname,leisurecount,fastfood_density,fastfoodcount,alcohol_density,alcoholcount,beverages_density,beveragescount,confectionery_density,confectionerycount,convenience_density,conveniencecount,departmentstore_density,departmentstorecount,farm_density,farmcount,greengrocer_density,greengrocercount,grocery_density,grocerycount,mall_density,mallcount,supermarket_density,supermarketcount,health_density,health_rate_parcent
E05000536,1.64E-05,Cathedrals,29,1.81E-05,32,5.66E-07,1,5.66E-07,1,5.66E-07,1,1.07E-05,19,5.66E-07,1,5.66E-07,1,1.13E-06,2,5.66E-07,1,5.66E-07,1,1.70E-06,3,5.09E-06,9.166666667
E05000537,1.34E-05,Chaucer,11,2.07E-05,17,1.22E-06,1,1.22E-06,1,1.22E-06,1,2.20E-05,18,1.22E-06,1,1.22E-06,1,1.22E-06,1,1.22E-06,1,1.22E-06,1,1.22E-06,1,7.32E-06,6.157894737
E05000538,3.09E-06,College,10,3.09E-07,1,3.09E-07,1,3.09E-07,1,3.09E-07,1,1.24E-06,4,3.09E-07,1,3.09E-07,1,3.09E-07,1,3.09E-07,1,3.09E-07,1,3.09E-07,1,1.86E-06,6.75
E05000539,9.80E-07,East Dulwich,1,9.80E-07,1,9.80E-07,1,9.80E-07,1,9.80E-07,1,9.80E-07,1,9.80E-07,1,9.80E-07,1,9.80E-07,1,9.80E-07,1,9.80E-07,1,9.80E-07,1,5.88E-06,7.2
E05000540,5.23E-06,East Walworth,6,8.72E-06,10,1.74E-06,2,8.72E-07,1,8.72E-07,1,4.36E-06,5,8.72E-07,1,8.72E-07,1,8.72E-07,1,8.72E-07,1,4.36E-06,5,1.74E-06,2,9.59E-06,11.57894737
E05000541,1.14E-05,Faraday,10,5.69E-06,5,1.14E-06,1,1.14E-06,1,1.14E-06,1,4.56E-06,4,1.14E-06,1,1.14E-06,1,1.14E-06,1,1.14E-06,1,1.14E-06,1,1.14E-06,1,6.83E-06,6.5
E05000542,1.65E-05,Grange,20,1.24E-05,15,1.65E-06,2,1.65E-06,2,1.65E-06,2,1.15E-05,14,1.65E-06,2,1.65E-06,2,1.65E-06,2,1.65E-06,2,1.65E-06,2,4.94E-06,6,1.32E-05,16.45714286
E05000543,1.46E-05,Livesey,21,3.48E-06,5,1.39E-06,2,6.95E-07,1,6.95E-07,1,2.09E-06,3,6.95E-07,1,6.95E-07,1,6.95E-07,1,6.95E-07,1,6.95E-07,1,1.39E-06,2,4.87E-06,7.583333333
E05000544,4.80E-06,Newington,4,1.44E-05,12,1.20E-06,1,1.20E-06,1,1.20E-06,1,1.20E-05,10,1.20E-06,1,1.20E-06,1,1.20E-06,1,1.20E-06,1,1.20E-06,1,2.40E-06,2,8.40E-06,7.28
E05000545,4.52E-06,Nunhead,6,2.26E-06,3,7.53E-07,1,7.53E-07,1,7.53E-07,1,4.52E-06,6,7.53E-07,1,7.53E-07,1,7.53E-07,1,7.53E-07,1,7.53E-07,1,7.53E-07,1,4.52E-06,6.5
E05000546,2.76E-05,Peckham,24,5.75E-06,5,1.15E-06,1,1.15E-06,1,1.15E-06,1,3.45E-06,3,1.15E-06,1,1.15E-06,1,1.15E-06,1,1.15E-06,1,1.15E-06,1,1.15E-06,1,6.90E-06,6.545454545
E05000547,7.55E-06,Peckham Rye,17,4.44E-07,1,4.44E-07,1,4.44E-07,1,4.44E-07,1,2.66E-06,6,4.44E-07,1,4.44E-07,1,4.44E-07,1,4.44E-07,1,4.44E-07,1,4.44E-07,1,2.66E-06,6.6
E05000548,3.76E-06,Riverside,5,8.28E-06,11,7.53E-07,1,7.53E-07,1,7.53E-07,1,5.27E-06,7,7.53E-07,1,7.53E-07,1,7.53E-07,1,7.53E-07,1,7.53E-07,1,3.01E-06,4,6.78E-06,9.428571429
E05000549,1.68E-05,Rotherhithe,25,6.71E-07,1,6.71E-07,1,6.71E-07,1,6.71E-07,1,4.03E-06,6,6.71E-07,1,6.71E-07,1,6.71E-07,1,6.71E-07,1,6.71E-07,1,6.71E-07,1,4.03E-06,6.6
E05000550,3.08E-06,South Bermondsey,3,1.03E-06,1,1.03E-06,1,1.03E-06,1,1.03E-06,1,1.03E-06,1,1.03E-06,1,1.03E-06,1,1.03E-06,1,1.03E-06,1,1.03E-06,1,1.03E-06,1,6.16E-06,7.2
E05000551,1.13E-05,South Camberwell,15,7.51E-07,1,7.51E-07,1,7.51E-07,1,7.51E-07,1,7.51E-07,1,7.51E-07,1,7.51E-07,1,7.51E-07,1,7.51E-07,1,7.51E-07,1,1.50E-06,2,5.26E-06,8.4
E05000552,4.21E-06,Surrey Docks,8,5.26E-07,1,5.26E-07,1,5.26E-07,1,5.26E-07,1,3.16E-06,6,5.26E-07,1,5.26E-07,1,5.26E-07,1,5.26E-07,1,5.26E-07,1,5.26E-07,1,3.16E-06,6.6
E05000553,1.30E-05,The Lane,18,2.88E-06,4,7.20E-07,1,7.20E-07,1,7.20E-07,1,1.44E-06,2,7.20E-07,1,7.20E-07,1,3.60E-06,5,7.20E-07,1,1.44E-06,2,4.32E-06,6,1.15E-05,17.77777778
E05000554,1.69E-05,Village,47,1.08E-06,3,1.08E-06,3,1.08E-06,3,1.08E-06,3,2.87E-06,8,1.08E-06,3,1.08E-06,3,1.08E-06,3,1.08E-06,3,1.08E-06,3,1.08E-06,3,6.46E-06,18.9
E05000555,6.01E-07,Beddington North,3,2.00E-07,1,2.00E-07,1,2.00E-07,1,2.00E-07,1,2.00E-07,1,2.00E-07,1,2.00E-07,1,2.00E-07,1,2.00E-07,1,2.00E-07,1,4.01E-07,2,1.40E-06,8.4
E05000556,1.63E-06,Beddington South,5,1.63E-06,5,3.27E-07,1,3.27E-07,1,3.27E-07,1,3.27E-07,1,3.27E-07,1,3.27E-07,1,3.27E-07,1,3.27E-07,1,3.27E-07,1,3.27E-07,1,1.96E-06,6.666666667
E05000557,8.57E-07,Belmont,2,1.29E-06,3,8.57E-07,2,8.57E-07,2,8.57E-07,2,1.29E-06,3,8.57E-07,2,8.57E-07,2,8.57E-07,2,8.57E-07,2,8.57E-07,2,8.57E-07,2,5.14E-06,13
E05000558,4.94E-07,Carshalton Central,1,3.95E-06,8,4.94E-07,1,4.94E-07,1,4.94E-07,1,3.46E-06,7,4.94E-07,1,4.94E-07,1,4.94E-07,1,4.94E-07,1,4.94E-07,1,4.94E-07,1,2.96E-06,6.333333333
E05000559,1.13E-06,Carshalton South and Clockhouse,8,1.56E-06,11,1.42E-07,1,1.42E-07,1,1.42E-07,1,8.51E-07,6,1.42E-07,1,1.42E-07,1,1.42E-07,1,1.42E-07,1,1.42E-07,1,1.42E-07,1,8.51E-07,6.3
E05000560,2.54E-07,Cheam,1,1.02E-06,4,2.54E-07,1,2.54E-07,1,2.54E-07,1,7.63E-07,3,2.54E-07,1,2.54E-07,1,2.54E-07,1,2.54E-07,1,2.54E-07,1,2.54E-07,1,1.53E-06,6.6
E05000561,1.57E-06,Nonsuch,3,5.24E-07,1,5.24E-07,1,5.24E-07,1,5.24E-07,1,5.24E-07,1,5.24E-07,1,5.24E-07,1,5.24E-07,1,5.24E-07,1,5.24E-07,1,5.24E-07,1,3.15E-06,7.2
E05000562,1.34E-06,St. Helier,2,4.01E-06,6,1.34E-06,2,1.34E-06,2,1.34E-06,2,3.34E-06,5,1.34E-06,2,1.34E-06,2,1.34E-06,2,1.34E-06,2,1.34E-06,2,1.34E-06,2,8.02E-06,12.70588235
E05000563,1.51E-06,Stonecot,3,5.04E-07,1,5.04E-07,1,5.04E-07,1,5.04E-07,1,5.04E-07,1,5.04E-07,1,5.04E-07,1,5.04E-07,1,5.04E-07,1,5.04E-07,1,1.01E-06,2,3.53E-06,8.4
E05000564,7.63E-07,Sutton Central,1,1.22E-05,16,7.63E-07,1,7.63E-07,1,7.63E-07,1,6.87E-06,9,3.05E-06,4,7.63E-07,1,7.63E-07,1,7.63E-07,1,7.63E-07,1,5.34E-06,7,1.14E-05,15.53571429
E05000565,5.34E-07,Sutton North,1,5.34E-07,1,5.34E-07,1,5.34E-07,1,5.34E-07,1,5.34E-07,1,5.34E-07,1,5.34E-07,1,5.34E-07,1,5.34E-07,1,5.34E-07,1,5.34E-07,1,3.20E-06,7.2
E05000566,7.86E-07,Sutton South,1,2.36E-06,3,7.86E-07,1,7.86E-07,1,7.86E-07,1,7.86E-07,1,7.86E-07,1,7.86E-07,1,7.86E-07,1,7.86E-07,1,7.86E-07,1,7.86E-07,1,4.72E-06,6.857142857
E05000567,5.61E-07,Sutton West,1,1.12E-06,2,5.61E-07,1,5.61E-07,1,5.61E-07,1,1.12E-06,2,5.61E-07,1,5.61E-07,1,5.61E-07,1,5.61E-07,1,5.61E-07,1,5.61E-07,1,3.37E-06,6.857142857
E05000568,6.74E-07,The Wrythe,1,6.74E-06,10,6.74E-07,1,6.74E-07,1,6.74E-07,1,2.70E-06,4,6.74E-07,1,6.74E-07,1,6.74E-07,1,6.74E-07,1,6.74E-07,1,2.02E-06,3,5.39E-06,8.470588235
E05000569,1.85E-06,Wallington North,3,3.71E-06,6,6.18E-07,1,6.18E-07,1,6.18E-07,1,3.71E-06,6,6.18E-07,1,6.18E-07,1,6.18E-07,1,6.18E-07,1,6.18E-07,1,6.18E-07,1,3.71E-06,6.4
E05000570,5.82E-07,Wallington South,1,5.82E-06,10,5.82E-07,1,5.82E-07,1,5.82E-07,1,4.07E-06,7,5.82E-07,1,5.82E-07,1,5.82E-07,1,5.82E-07,1,5.82E-07,1,1.16E-06,2,4.07E-06,7.35
E05000571,4.87E-07,Wandle Valley,1,6.82E-06,14,4.87E-07,1,4.87E-07,1,4.87E-07,1,5.36E-06,11,4.87E-07,1,4.87E-07,1,4.87E-07,1,4.87E-07,1,4.87E-07,1,4.87E-07,1,2.92E-06,6.214285714
E05000572,2.04E-06,Worcester Park,4,1.53E-06,3,5.11E-07,1,5.11E-07,1,5.11E-07,1,5.11E-07,1,5.11E-07,1,5.11E-07,1,5.11E-07,1,5.11E-07,1,5.11E-07,1,5.11E-07,1,3.07E-06,6.857142857
E05000573,7.27E-06,Bethnal Green North,6,7.27E-06,6,1.21E-06,1,1.21E-06,1,1.21E-06,1,1.09E-05,9,1.21E-06,1,1.21E-06,1,1.21E-06,1,1.21E-06,1,1.21E-06,1,3.63E-06,3,9.69E-06,8.444444444
E05000574,2.15E-05,Bethnal Green South,19,9.07E-06,8,1.13E-06,1,1.13E-06,1,1.13E-06,1,1.25E-05,11,1.13E-06,1,1.13E-06,1,1.13E-06,1,1.13E-06,1,1.13E-06,1,1.13E-06,1,6.80E-06,6.272727273
E05000575,2.02E-05,Blackwall and Cubitt Town,60,7.08E-06,21,1.01E-06,3,3.37E-07,1,3.37E-07,1,3.71E-06,11,3.37E-07,1,3.37E-07,1,3.37E-07,1,3.37E-07,1,3.37E-07,1,3.37E-07,1,2.02E-06,6.162162162
E05000576,2.47E-05,Bow East,46,1.61E-06,3,5.36E-07,1,5.36E-07,1,5.36E-07,1,5.36E-06,10,5.36E-07,1,5.36E-07,1,5.36E-07,1,5.36E-07,1,5.36E-07,1,5.36E-07,1,3.22E-06,6.375
E05000577,2.83E-05,Bow West,38,5.96E-06,8,7.45E-07,1,7.45E-07,1,7.45E-07,1,8.19E-06,11,7.45E-07,1,7.45E-07,1,7.45E-07,1,7.45E-07,1,7.45E-07,1,7.45E-07,1,4.47E-06,6.272727273
E05000578,1.03E-05,Bromley-by-Bow,11,7.47E-06,8,9.34E-07,1,9.34E-07,1,9.34E-07,1,8.41E-06,9,9.34E-07,1,9.34E-07,1,9.34E-07,1,9.34E-07,1,9.34E-07,1,9.34E-07,1,5.60E-06,6.3
E05000579,2.45E-06,East India and Lansbury,3,1.72E-05,21,8.17E-07,1,8.17E-07,1,8.17E-07,1,1.47E-05,18,8.17E-07,1,8.17E-07,1,8.17E-07,1,8.17E-07,1,8.17E-07,1,8.17E-07,1,4.90E-06,6.142857143
E05000580,3.41E-05,Limehouse,39,6.13E-06,7,2.63E-06,3,8.75E-07,1,8.75E-07,1,9.63E-06,11,8.75E-07,1,8.75E-07,1,8.75E-07,1,8.75E-07,1,8.75E-07,1,8.75E-07,1,5.25E-06,6.260869565
E05000581,1.22E-05,Mile End and Globe Town,11,7.77E-06,7,1.11E-06,1,1.11E-06,1,1.11E-06,1,1.44E-05,13,1.11E-06,1,1.11E-06,1,1.11E-06,1,1.11E-06,1,1.11E-06,1,1.11E-06,1,6.66E-06,6.260869565
E05000582,4.48E-05,Mile End East,48,3.73E-06,4,9.33E-07,1,9.33E-07,1,9.33E-07,1,8.40E-06,9,9.33E-07,1,9.33E-07,1,9.33E-07,1,9.33E-07,1,9.33E-07,1,9.33E-07,1,5.60E-06,6.375
E05000583,8.95E-06,Millwall,22,1.99E-05,49,4.07E-07,1,4.07E-07,1,8.14E-07,2,4.07E-06,10,4.07E-07,1,4.07E-07,1,4.07E-07,1,4.07E-07,1,4.07E-07,1,1.63E-06,4,3.66E-06,9.142857143
E05000584,1.37E-05,St. Dunstan's and Stepney Green,14,4.91E-06,5,9.82E-07,1,9.82E-07,1,9.82E-07,1,7.85E-06,8,9.82E-07,1,9.82E-07,1,9.82E-07,1,9.82E-07,1,9.82E-07,1,9.82E-07,1,5.89E-06,6.375
E05000585,1.39E-05,St. Katharine's and Wapping,21,3.98E-06,6,1.33E-06,2,6.63E-07,1,6.63E-07,1,5.96E-06,9,6.63E-07,1,6.63E-07,1,6.63E-07,1,6.63E-07,1,6.63E-07,1,6.63E-07,1,3.98E-06,6.315789474
E05000586,1.87E-05,Shadwell,18,1.56E-05,15,1.04E-06,1,1.04E-06,1,1.04E-06,1,1.04E-05,10,1.04E-06,1,1.04E-06,1,1.04E-06,1,1.04E-06,1,1.04E-06,1,1.04E-06,1,6.24E-06,6.214285714
E05000587,1.10E-05,Spitalfields and Banglatown,7,1.41E-05,9,1.57E-06,1,1.57E-06,1,1.57E-06,1,2.35E-05,15,1.57E-06,1,1.57E-06,1,1.57E-06,1,1.57E-06,1,1.57E-06,1,1.57E-06,1,9.41E-06,6.222222222
E05000588,5.16E-06,Weavers,4,2.58E-06,2,1.29E-06,1,1.29E-06,1,1.29E-06,1,1.55E-05,12,1.29E-06,1,1.29E-06,1,1.29E-06,1,1.29E-06,1,1.29E-06,1,1.29E-06,1,7.73E-06,6.352941176
E05000589,9.77E-06,Whitechapel,9,2.50E-05,23,2.17E-06,2,1.09E-06,1,1.09E-06,1,1.19E-05,11,1.09E-06,1,1.09E-06,1,1.09E-06,1,1.09E-06,1,1.09E-06,1,2.17E-06,2,7.60E-06,7.184210526
E05000590,6.41E-05,Cann Hall,55,3.50E-06,3,2.33E-06,2,1.17E-06,1,1.17E-06,1,8.16E-06,7,1.17E-06,1,1.17E-06,1,1.17E-06,1,1.17E-06,1,1.17E-06,1,2.33E-06,2,8.16E-06,7.5
E05000591,0.000254465,Cathall,269,1.14E-05,12,9.46E-07,1,9.46E-07,1,9.46E-07,1,6.62E-06,7,9.46E-07,1,9.46E-07,1,9.46E-07,1,9.46E-07,1,9.46E-07,1,9.46E-07,1,5.68E-06,6.272727273
E05000592,8.65E-06,Chapel End,16,1.62E-06,3,5.40E-07,1,5.40E-07,1,5.40E-07,1,3.24E-06,6,5.40E-07,1,5.40E-07,1,5.40E-07,1,5.40E-07,1,5.40E-07,1,5.40E-07,1,3.24E-06,6.5
E05000593,2.68E-07,Chingford Green,1,2.68E-07,1,2.68E-07,1,2.68E-07,1,2.68E-07,1,2.68E-07,1,2.68E-07,1,2.68E-07,1,2.68E-07,1,2.68E-07,1,2.68E-07,1,5.37E-07,2,1.88E-06,8.4
E05000594,4.62E-06,Endlebury,9,5.13E-07,1,5.13E-07,1,5.13E-07,1,5.13E-07,1,5.13E-07,1,5.13E-07,1,5.13E-07,1,5.13E-07,1,5.13E-07,1,5.13E-07,1,5.13E-07,1,3.08E-06,7.2
E05000595,3.52E-06,Forest,7,5.04E-07,1,5.04E-07,1,5.04E-07,1,5.04E-07,1,5.04E-07,1,5.04E-07,1,5.04E-07,1,5.04E-07,1,5.04E-07,1,5.04E-07,1,5.04E-07,1,3.02E-06,7.2
E05000596,6.70E-06,Grove Green,6,2.23E-06,2,1.12E-06,1,1.12E-06,1,1.12E-06,1,3.35E-06,3,1.12E-06,1,1.12E-06,1,1.12E-06,1,1.12E-06,1,1.12E-06,1,1.12E-06,1,6.70E-06,6.75
E05000597,1.70E-06,Hale End and Highams Park,4,4.26E-07,1,4.26E-07,1,4.26E-07,1,4.26E-07,1,2.13E-06,5,4.26E-07,1,4.26E-07,1,4.26E-07,1,4.26E-07,1,4.26E-07,1,8.52E-07,2,2.98E-06,7.777777778
E05000598,4.14E-07,Hatch Lane,1,1.66E-06,4,4.14E-07,1,4.14E-07,1,4.14E-07,1,1.24E-06,3,4.14E-07,1,4.14E-07,1,4.14E-07,1,4.14E-07,1,4.14E-07,1,4.14E-07,1,2.48E-06,6.6
E05000599,4.90E-06,High Street,15,1.63E-06,5,3.27E-07,1,3.27E-07,1,3.27E-07,1,2.62E-06,8,3.27E-07,1,3.27E-07,1,3.27E-07,1,3.27E-07,1,3.27E-07,1,2.62E-06,8,4.25E-06,13.8125
E05000600,4.66E-06,Higham Hill,15,3.10E-07,1,3.10E-07,1,3.10E-07,1,3.10E-07,1,1.24E-06,4,3.10E-07,1,3.10E-07,1,3.10E-07,1,3.10E-07,1,3.10E-07,1,3.10E-07,1,1.86E-06,6.75
E05000601,1.82E-06,Hoe Street,2,1.82E-06,2,9.09E-07,1,9.09E-07,1,9.09E-07,1,2.73E-06,3,9.09E-07,1,9.09E-07,1,9.09E-07,1,9.09E-07,1,9.09E-07,1,9.09E-07,1,5.45E-06,6.75
E05000602,2.90E-06,Larkswood,6,4.84E-07,1,4.84E-07,1,4.84E-07,1,4.84E-07,1,9.68E-07,2,4.84E-07,1,4.84E-07,1,4.84E-07,1,4.84E-07,1,4.84E-07,1,4.84E-07,1,2.90E-06,7
E05000603,1.28E-05,Lea Bridge,34,3.02E-06,8,3.78E-07,1,3.78E-07,1,3.78E-07,1,3.78E-06,10,3.78E-07,1,3.78E-07,1,3.78E-07,1,3.78E-07,1,3.78E-07,1,3.78E-06,10,5.67E-06,15.71428571
E05000604,7.87E-06,Leyton,16,9.84E-07,2,4.92E-07,1,4.92E-07,1,4.92E-07,1,2.46E-06,5,4.92E-07,1,4.92E-07,1,4.92E-07,1,4.92E-07,1,4.92E-07,1,2.46E-06,5,4.92E-06,11
E05000605,4.59E-06,Leytonstone,6,3.83E-06,5,7.66E-07,1,7.66E-07,1,7.66E-07,1,6.13E-06,8,7.66E-07,1,7.66E-07,1,7.66E-07,1,7.66E-07,1,7.66E-07,1,1.53E-06,2,5.36E-06,7.4375
E05000606,3.43E-06,Markhouse,5,6.86E-07,1,6.86E-07,1,6.86E-07,1,6.86E-07,1,3.43E-06,5,6.86E-07,1,6.86E-07,1,6.86E-07,1,6.86E-07,1,6.86E-07,1,6.86E-07,1,4.12E-06,6.666666667
E05000607,5.04E-07,Valley,1,1.51E-06,3,5.04E-07,1,5.04E-07,1,5.04E-07,1,5.04E-07,1,5.04E-07,1,5.04E-07,1,5.04E-07,1,5.04E-07,1,5.04E-07,1,5.04E-07,1,3.02E-06,6.857142857
E05000608,9.01E-06,William Morris,9,2.00E-06,2,1.00E-06,1,1.00E-06,1,1.00E-06,1,9.01E-06,9,1.00E-06,1,1.00E-06,1,1.00E-06,1,1.00E-06,1,1.00E-06,1,1.00E-06,1,6.00E-06,6.428571429
E05000609,4.86E-06,Wood Street,9,5.41E-07,1,5.41E-07,1,5.41E-07,1,5.41E-07,1,2.16E-06,4,5.41E-07,1,5.41E-07,1,5.41E-07,1,5.41E-07,1,5.41E-07,1,2.16E-06,4,4.86E-06,10.125
E05000610,8.25E-07,Balham,1,7.43E-06,9,2.48E-06,3,8.25E-07,1,8.25E-07,1,1.65E-06,2,8.25E-07,1,8.25E-07,1,8.25E-07,1,8.25E-07,1,8.25E-07,1,1.65E-06,2,5.78E-06,7.4375
E05000611,2.22E-06,Bedford,4,5.54E-07,1,5.54E-07,1,5.54E-07,1,5.54E-07,1,1.66E-06,3,5.54E-07,1,5.54E-07,1,5.54E-07,1,5.54E-07,1,5.54E-07,1,5.54E-07,1,3.32E-06,6.857142857
E05000612,2.85E-06,Earlsfield,4,1.28E-05,18,2.14E-06,3,7.13E-07,1,7.13E-07,1,6.41E-06,9,7.13E-07,1,7.13E-07,1,7.13E-07,1,7.13E-07,1,7.13E-07,1,7.13E-07,1,4.28E-06,6.1875
E05000613,1.24E-05,East Putney,20,1.24E-06,2,6.21E-07,1,6.21E-07,1,6.21E-07,1,3.10E-06,5,6.21E-07,1,6.21E-07,1,6.21E-07,1,6.21E-07,1,6.21E-07,1,6.21E-07,1,3.73E-06,6.6
E05000614,2.89E-05,Fairfield,42,3.23E-05,47,1.38E-06,2,1.38E-06,2,1.38E-06,2,1.38E-05,20,1.38E-06,2,1.38E-06,2,1.38E-06,2,1.38E-06,2,2.75E-06,4,2.75E-06,4,1.10E-05,16.21917808
E05000615,1.41E-06,Furzedown,2,7.07E-07,1,7.07E-07,1,7.07E-07,1,7.07E-07,1,1.41E-06,2,7.07E-07,1,7.07E-07,1,7.07E-07,1,7.07E-07,1,7.07E-07,1,7.07E-07,1,4.24E-06,7
E05000616,1.98E-06,Graveney,2,1.98E-06,2,1.98E-06,2,1.98E-06,2,1.98E-06,2,2.97E-06,3,2.97E-06,3,1.98E-06,2,1.98E-06,2,1.98E-06,2,1.98E-06,2,2.97E-06,3,1.38E-05,15.27272727
E05000617,6.46E-06,Latchmere,7,7.39E-06,8,9.23E-07,1,9.23E-07,1,9.23E-07,1,1.02E-05,11,9.23E-07,1,9.23E-07,1,9.23E-07,1,9.23E-07,1,9.23E-07,1,9.23E-07,1,5.54E-06,6.272727273
E05000618,8.12E-07,Nightingale,1,3.25E-06,4,8.12E-07,1,8.12E-07,1,8.12E-07,1,2.44E-06,3,8.12E-07,1,8.12E-07,1,8.12E-07,1,8.12E-07,1,8.12E-07,1,1.62E-06,2,5.68E-06,7.7
E05000619,5.97E-06,Northcote,10,7.76E-06,13,1.79E-06,3,5.97E-07,1,1.19E-06,2,6.57E-06,11,1.19E-06,2,5.97E-07,1,5.97E-07,1,5.97E-07,1,5.97E-07,1,1.79E-06,3,5.37E-06,9.3
E05000620,9.05E-06,Queenstown,29,2.81E-06,9,3.12E-07,1,3.12E-07,1,3.12E-07,1,2.50E-06,8,3.12E-07,1,3.12E-07,1,3.12E-07,1,3.12E-07,1,3.12E-07,1,1.25E-06,4,2.81E-06,9.45
E05000621,2.94E-06,Roehampton and Putney Heath,13,9.04E-07,4,2.26E-07,1,2.26E-07,1,2.26E-07,1,1.58E-06,7,2.26E-07,1,2.26E-07,1,2.26E-07,1,2.26E-07,1,2.26E-07,1,6.78E-07,3,1.81E-06,8.571428571
E05000622,3.58E-06,St. Mary's Park,5,2.15E-06,3,7.16E-07,1,7.16E-07,1,7.16E-07,1,7.16E-06,10,7.16E-07,1,7.16E-07,1,7.16E-07,1,7.16E-07,1,7.16E-07,1,1.43E-06,2,5.01E-06,7.4375
E05000623,3.16E-06,Shaftesbury,3,9.49E-06,9,2.11E-06,2,1.05E-06,1,1.05E-06,1,9.49E-06,9,1.05E-06,1,1.05E-06,1,1.05E-06,1,1.05E-06,1,1.05E-06,1,1.05E-06,1,6.33E-06,6.272727273
E05000624,1.57E-05,Southfields,24,4.59E-06,7,6.56E-07,1,6.56E-07,1,6.56E-07,1,3.94E-06,6,1.31E-06,2,6.56E-07,1,6.56E-07,1,6.56E-07,1,1.97E-06,3,1.97E-06,3,7.21E-06,11.6875
E05000625,2.34E-05,Thamesfield,45,4.16E-06,8,1.04E-06,2,5.20E-07,1,5.20E-07,1,3.12E-06,6,5.20E-07,1,5.20E-07,1,5.20E-07,1,5.20E-07,1,5.20E-07,1,5.20E-07,1,3.12E-06,6.333333333
E05000626,6.25E-07,Tooting,1,1.87E-06,3,6.25E-07,1,6.25E-07,1,6.25E-07,1,4.37E-06,7,6.25E-07,1,6.25E-07,1,6.25E-07,1,6.25E-07,1,6.25E-07,1,6.25E-07,1,3.75E-06,6.461538462
E05000627,2.53E-06,Wandsworth Common,7,3.62E-07,1,3.62E-07,1,3.62E-07,1,3.62E-07,1,7.23E-07,2,3.62E-07,1,3.62E-07,1,3.62E-07,1,3.62E-07,1,3.62E-07,1,3.62E-07,1,2.17E-06,7
E05000628,1.78E-06,West Hill,3,5.93E-07,1,5.93E-07,1,5.93E-07,1,5.93E-07,1,2.97E-06,5,5.93E-07,1,5.93E-07,1,5.93E-07,1,5.93E-07,1,5.93E-07,1,5.93E-07,1,3.56E-06,6.666666667
E05000629,1.62E-06,West Putney,3,1.08E-06,2,5.41E-07,1,5.41E-07,1,5.41E-07,1,2.71E-06,5,5.41E-07,1,5.41E-07,1,5.41E-07,1,5.41E-07,1,5.41E-07,1,5.41E-07,1,3.25E-06,6.6
E05000630,3.65E-06,Abbey Road,4,9.13E-07,1,9.13E-07,1,9.13E-07,1,9.13E-07,1,2.74E-06,3,9.13E-07,1,9.13E-07,1,9.13E-07,1,9.13E-07,1,9.13E-07,1,9.13E-07,1,5.48E-06,6.857142857
E05000631,1.54E-05,Bayswater,8,3.85E-06,2,1.92E-06,1,1.92E-06,1,1.92E-06,1,5.77E-06,3,1.92E-06,1,1.92E-06,1,1.92E-06,1,3.85E-06,2,1.92E-06,1,7.70E-06,4,1.92E-05,11.25
E05000632,1.24E-05,Bryanston and Dorset Square,9,2.21E-05,16,1.38E-06,1,1.38E-06,1,1.38E-06,1,1.24E-05,9,1.38E-06,1,1.38E-06,1,1.38E-06,1,1.38E-06,1,1.38E-06,1,8.30E-06,6,1.52E-05,11.39285714
E05000633,1.64E-06,Churchill,1,8.21E-06,5,1.64E-06,1,1.64E-06,1,1.64E-06,1,6.57E-06,4,1.64E-06,1,1.64E-06,1,1.64E-06,1,1.64E-06,1,1.64E-06,1,1.64E-06,1,9.85E-06,6.5
E05000634,1.58E-05,Church Street,7,1.13E-05,5,2.26E-06,1,2.26E-06,1,2.26E-06,1,2.71E-05,12,2.26E-06,1,2.26E-06,1,2.26E-06,1,4.52E-06,2,2.26E-06,1,4.52E-06,2,1.81E-05,8.4
E05000635,1.62E-05,Harrow Road,8,1.41E-05,7,4.04E-06,2,2.02E-06,1,2.02E-06,1,2.42E-05,12,2.02E-06,1,2.02E-06,1,2.02E-06,1,2.02E-06,1,2.02E-06,1,2.02E-06,1,1.21E-05,6.260869565
E05000636,2.41E-05,Hyde Park,23,2.83E-05,27,1.05E-06,1,1.05E-06,1,4.19E-06,4,1.78E-05,17,1.05E-06,1,1.05E-06,1,1.05E-06,1,1.05E-06,1,1.05E-06,1,1.05E-06,1,6.28E-06,6.12
E05000637,2.64E-05,Knightsbridge and Belgravia,95,2.78E-07,1,2.78E-07,1,2.78E-07,1,2.78E-07,1,1.39E-06,5,2.78E-07,1,2.78E-07,1,2.78E-07,1,2.78E-07,1,2.78E-07,1,5.56E-07,2,1.95E-06,7.777777778
E05000638,1.74E-05,Lancaster Gate,11,1.43E-05,9,1.59E-06,1,1.59E-06,1,1.59E-06,1,2.69E-05,17,1.59E-06,1,1.59E-06,1,1.59E-06,1,3.17E-06,2,1.59E-06,1,3.17E-06,2,1.27E-05,8.275862069
E05000639,1.88E-05,Little Venice,12,1.57E-06,1,1.57E-06,1,1.57E-06,1,1.57E-06,1,3.14E-06,2,1.57E-06,1,1.57E-06,1,1.57E-06,1,1.57E-06,1,1.57E-06,1,1.57E-06,1,9.41E-06,7
