gss_code,leisure_density,wardname,leisurecount,fastfood_density,fastfoodcount,alcohol_density,alcoholcount,beverages_density,beveragescount,confectionery_density,confectionerycount,convenience_density,conveniencecount,departmentstore_density,departmentstorecount,farm_density,farmcount,greengrocer_density,greengrocercount,grocery_density,grocerycount,mall_density,mallcount,supermarket_density,supermarketcount,health_density,health_rate_parcent
E05000221,5.88E-07,Glyndon,1,5.88E-07,1,5.88E-07,1,5.88E-07,1,5.88E-07,1,5.88E-07,1,5.88E-07,1,5.88E-07,1,5.88E-07,1,5.88E-07,1,5.88E-07,1,5.88E-07,1,3.53E-06,7.2
E05000222,1.33E-05,Greenwich West,37,1.07E-06,3,3.58E-07,1,3.58E-07,1,3.58E-07,1,1.79E-06,5,3.58E-07,1,3.58E-07,1,3.58E-07,1,3.58E-07,1,3.58E-07,1,3.58E-07,1,2.15E-06,6.545454545
E05000223,1.68E-06,Kidbrooke with Hornfair,4,1.26E-06,3,4.21E-07,1,4.21E-07,1,4.21E-07,1,4.21E-07,1,4.21E-07,1,4.21E-07,1,4.21E-07,1,4.21E-07,1,4.21E-07,1,8.42E-07,2,2.95E-06,8
E05000224,3.65E-06,Middle Park and Sutcliffe,12,3.04E-07,1,3.04E-07,1,3.04E-07,1,3.04E-07,1,3.04E-07,1,3.04E-07,1,3.04E-07,1,3.04E-07,1,3.04E-07,1,3.04E-07,1,3.04E-07,1,1.82E-06,7.2
E05000225,2.67E-06,Peninsula,12,2.23E-07,1,2.23E-07,1,2.23E-07,1,2.23E-07,1,4.45E-07,2,2.23E-07,1,2.23E-07,1,2.23E-07,1,2.23E-07,1,2.23E-07,1,1.34E-06,6,2.45E-06,12.83333333
E05000226,1.28E-06,Plumstead,3,4.27E-07,1,4.27E-07,1,4.27E-07,1,4.27E-07,1,4.27E-07,1,4.27E-07,1,4.27E-07,1,4.27E-07,1,4.27E-07,1,4.27E-07,1,4.27E-07,1,2.56E-06,7.2
E05000227,5.30E-07,Shooters Hill,2,2.65E-07,1,2.65E-07,1,2.65E-07,1,2.65E-07,1,2.65E-07,1,2.65E-07,1,2.65E-07,1,2.65E-07,1,2.65E-07,1,2.65E-07,1,2.65E-07,1,1.59E-06,7.2
E05000228,1.45E-06,Thamesmead Moorings,7,4.16E-07,2,2.08E-07,1,2.08E-07,1,2.08E-07,1,2.08E-07,1,2.08E-07,1,2.08E-07,1,2.08E-07,1,2.08E-07,1,2.08E-07,1,2.08E-07,1,1.25E-06,7
E05000229,1.14E-06,Woolwich Common,3,3.82E-07,1,3.82E-07,1,3.82E-07,1,3.82E-07,1,1.14E-06,3,3.82E-07,1,3.82E-07,1,3.82E-07,1,3.82E-07,1,3.82E-07,1,3.82E-07,1,2.29E-06,6.857142857
E05000230,1.84E-06,Woolwich Riverside,6,6.13E-07,2,3.07E-07,1,3.07E-07,1,3.07E-07,1,3.07E-07,1,3.07E-07,1,3.07E-07,1,3.07E-07,1,3.07E-07,1,3.07E-07,1,6.13E-07,2,2.15E-06,8.166666667
E05000231,5.96E-06,Brownswood,5,2.39E-06,2,1.19E-06,1,1.19E-06,1,1.19E-06,1,5.96E-06,5,1.19E-06,1,1.19E-06,1,1.19E-06,1,1.19E-06,1,1.19E-06,1,1.19E-06,1,7.16E-06,6.6
E05000232,1.46E-06,Cazenove,1,8.76E-06,6,1.46E-06,1,1.46E-06,1,1.46E-06,1,1.61E-05,11,1.46E-06,1,1.46E-06,1,1.46E-06,1,1.46E-06,1,1.46E-06,1,1.46E-06,1,8.76E-06,6.3
E05000233,1.65E-05,Chatham,15,1.10E-05,10,4.41E-06,4,1.10E-06,1,1.10E-06,1,9.92E-06,9,1.10E-06,1,1.10E-06,1,1.10E-06,1,1.10E-06,1,1.10E-06,1,3.31E-06,3,8.82E-06,8.32
E05000234,2.43E-05,Clissold,17,7.14E-06,5,1.43E-06,1,1.43E-06,1,1.43E-06,1,5.71E-06,4,1.43E-06,1,1.43E-06,1,1.43E-06,1,1.43E-06,1,1.43E-06,1,1.43E-06,1,8.57E-06,6.5
E05000235,6.48E-06,Dalston,6,5.40E-06,5,1.08E-06,1,1.08E-06,1,1.08E-06,1,6.48E-06,6,1.08E-06,1,1.08E-06,1,1.08E-06,1,1.08E-06,1,2.16E-06,2,4.32E-06,4,1.08E-05,10.71428571
E05000236,1.13E-06,De Beauvoir,1,3.38E-06,3,1.13E-06,1,1.13E-06,1,1.13E-06,1,4.51E-06,4,1.13E-06,1,1.13E-06,1,1.13E-06,1,1.13E-06,1,1.13E-06,1,2.25E-06,2,7.88E-06,7.7
E05000237,2.56E-06,Hackney Central,2,1.28E-06,1,1.28E-06,1,1.28E-06,1,1.28E-06,1,5.13E-06,4,1.28E-06,1,1.28E-06,1,1.28E-06,1,1.28E-06,1,1.28E-06,1,1.28E-06,1,7.69E-06,6.75
E05000238,8.84E-06,Hackney Downs,9,1.96E-06,2,9.82E-07,1,9.82E-07,1,9.82E-07,1,1.96E-06,2,9.82E-07,1,9.82E-07,1,9.82E-07,1,9.82E-07,1,9.82E-07,1,9.82E-07,1,5.89E-06,6.857142857
E05000239,1.53E-05,Haggerston,19,1.45E-05,18,1.61E-06,2,8.05E-07,1,8.05E-07,1,1.53E-05,19,8.05E-07,1,8.05E-07,1,8.05E-07,1,8.05E-07,1,8.05E-07,1,2.41E-06,3,6.44E-06,8.195121951
E05000240,1.43E-05,Hoxton,12,1.19E-05,10,2.38E-06,2,1.19E-06,1,1.19E-06,1,1.55E-05,13,1.19E-06,1,1.19E-06,1,1.19E-06,1,1.19E-06,1,1.19E-06,1,2.38E-06,2,8.34E-06,7.259259259
E05000241,3.85E-06,King's Park,7,5.50E-07,1,5.50E-07,1,5.50E-07,1,5.50E-07,1,2.75E-06,5,5.50E-07,1,5.50E-07,1,5.50E-07,1,5.50E-07,1,5.50E-07,1,5.50E-07,1,3.30E-06,6.666666667
E05000242,2.16E-05,Leabridge,23,2.82E-06,3,9.40E-07,1,9.40E-07,1,9.40E-07,1,2.82E-06,3,9.40E-07,1,9.40E-07,1,9.40E-07,1,9.40E-07,1,9.40E-07,1,9.40E-07,1,5.64E-06,6.666666667
E05000243,1.01E-05,Lordship,12,3.37E-06,4,8.42E-07,1,8.42E-07,1,8.42E-07,1,2.53E-06,3,8.42E-07,1,8.42E-07,1,8.42E-07,1,8.42E-07,1,8.42E-07,1,8.42E-07,1,5.05E-06,6.6
E05000244,2.05E-06,New River,2,5.11E-06,5,1.02E-06,1,1.02E-06,1,1.02E-06,1,7.16E-06,7,1.02E-06,1,1.02E-06,1,1.02E-06,1,1.02E-06,1,1.02E-06,1,1.02E-06,1,6.14E-06,6.4
E05000245,1.57E-05,Queensbridge,17,1.85E-06,2,2.78E-06,3,9.26E-07,1,9.26E-07,1,6.48E-06,7,9.26E-07,1,9.26E-07,1,9.26E-07,1,9.26E-07,1,9.26E-07,1,9.26E-07,1,5.56E-06,6.428571429
E05000246,3.15E-06,Springfield,3,1.05E-06,1,1.05E-06,1,1.05E-06,1,1.05E-06,1,1.05E-06,1,1.05E-06,1,1.05E-06,1,1.05E-06,1,1.05E-06,1,1.05E-06,1,1.05E-06,1,6.30E-06,7.2
E05000247,7.02E-06,Stoke Newington Central,5,1.55E-05,11,1.40E-06,1,1.40E-06,1,1.40E-06,1,1.55E-05,11,1.40E-06,1,1.40E-06,1,2.81E-06,2,1.40E-06,1,1.40E-06,1,2.81E-06,2,1.12E-05,8.32
E05000248,7.48E-06,Victoria,6,1.25E-06,1,2.49E-06,2,1.25E-06,1,1.25E-06,1,3.74E-06,3,1.25E-06,1,1.25E-06,1,1.25E-06,1,1.25E-06,1,1.25E-06,1,1.25E-06,1,7.48E-06,6.75
E05000249,2.09E-05,Wick,34,3.69E-06,6,6.14E-07,1,6.14E-07,1,6.14E-07,1,4.30E-06,7,6.14E-07,1,6.14E-07,1,6.14E-07,1,6.14E-07,1,6.14E-07,1,3.07E-06,5,6.14E-06,10.625
E05000250,3.60E-06,Addison,2,1.80E-06,1,1.80E-06,1,1.80E-06,1,1.80E-06,1,1.80E-06,1,1.80E-06,1,1.80E-06,1,1.80E-06,1,1.80E-06,1,1.80E-06,1,7.21E-06,4,1.62E-05,10.8
E05000251,1.31E-06,Askew,1,2.62E-06,2,1.31E-06,1,1.31E-06,1,1.31E-06,1,7.87E-06,6,1.31E-06,1,1.31E-06,1,1.31E-06,1,1.31E-06,1,1.31E-06,1,2.62E-06,2,9.18E-06,7.636363636
E05000252,4.46E-06,Avonmore and Brook Green,4,1.12E-06,1,1.12E-06,1,1.12E-06,1,1.12E-06,1,1.12E-06,1,1.12E-06,1,1.12E-06,1,1.12E-06,1,1.12E-06,1,1.12E-06,1,1.12E-06,1,6.69E-06,7.2
E05000253,3.78E-06,College Park and Old Oak,13,8.73E-07,3,2.91E-07,1,2.91E-07,1,2.91E-07,1,1.45E-06,5,2.91E-07,1,2.91E-07,1,2.91E-07,1,2.91E-07,1,2.91E-07,1,5.82E-07,2,2.04E-06,7.636363636
E05000254,7.49E-06,Fulham Broadway,5,8.98E-06,6,2.99E-06,2,1.50E-06,1,1.50E-06,1,8.98E-06,6,1.50E-06,1,1.50E-06,1,1.50E-06,1,1.50E-06,1,1.50E-06,1,1.50E-06,1,8.98E-06,6.375
E05000255,1.13E-06,Fulham Reach,1,2.27E-06,2,1.13E-06,1,1.13E-06,1,1.13E-06,1,5.67E-06,5,1.13E-06,1,1.13E-06,1,1.13E-06,1,1.13E-06,1,1.13E-06,1,1.13E-06,1,6.80E-06,6.6
E05000256,6.35E-06,Hammersmith Broadway,7,9.07E-06,10,9.07E-07,1,9.07E-07,1,9.07E-07,1,6.35E-06,7,9.07E-07,1,9.07E-07,1,9.07E-07,1,9.07E-07,1,1.81E-06,2,1.81E-06,2,7.25E-06,8.4
E05000257,1.60E-06,Munster,1,3.20E-06,2,1.60E-06,1,1.60E-06,1,1.60E-06,1,3.20E-06,2,1.60E-06,1,1.60E-06,1,1.60E-06,1,1.60E-06,1,1.60E-06,1,1.60E-06,1,9.61E-06,6.857142857
E05000258,7.87E-06,North End,5,3.15E-06,2,3.15E-06,2,3.15E-06,2,3.15E-06,2,4.72E-06,3,3.15E-06,2,3.15E-06,2,3.15E-06,2,3.15E-06,2,3.15E-06,2,4.72E-06,3,2.05E-05,14.18181818
E05000259,1.35E-05,Palace Riverside,20,6.75E-07,1,6.75E-07,1,6.75E-07,1,6.75E-07,1,1.35E-06,2,6.75E-07,1,6.75E-07,1,6.75E-07,1,6.75E-07,1,6.75E-07,1,6.75E-07,1,4.05E-06,7
E05000260,4.47E-06,Parsons Green and Walham,4,1.12E-06,1,2.23E-06,2,1.12E-06,1,1.12E-06,1,4.47E-06,4,1.12E-06,1,1.12E-06,1,1.12E-06,1,1.12E-06,1,1.12E-06,1,1.12E-06,1,6.70E-06,6.666666667
E05000261,2.47E-06,Ravenscourt Park,3,1.65E-06,2,8.23E-07,1,8.23E-07,1,8.23E-07,1,8.23E-07,1,8.23E-07,1,8.23E-07,1,8.23E-07,1,8.23E-07,1,8.23E-07,1,1.65E-06,2,5.76E-06,8.166666667
E05000262,1.23E-05,Sands End,17,2.18E-06,3,7.26E-07,1,7.26E-07,1,7.26E-07,1,2.90E-06,4,7.26E-07,1,7.26E-07,1,7.26E-07,1,7.26E-07,1,7.26E-07,1,2.18E-06,3,5.81E-06,8.8
E05000263,9.36E-06,Shepherd's Bush Green,10,1.69E-05,18,9.36E-07,1,9.36E-07,1,9.36E-07,1,1.12E-05,12,2.81E-06,3,9.36E-07,1,9.36E-07,1,9.36E-07,1,5.62E-06,6,3.74E-06,4,1.50E-05,16.48484848
E05000264,3.07E-06,Town,2,9.21E-06,6,3.07E-06,2,3.07E-06,2,3.07E-06,2,1.54E-05,10,3.07E-06,2,3.07E-06,2,3.07E-06,2,3.07E-06,2,3.07E-06,2,6.14E-06,4,2.15E-05,14.63636364
E05000265,1.11E-06,Wormholt and White City,1,1.11E-06,1,1.11E-06,1,1.11E-06,1,1.11E-06,1,2.22E-06,2,1.11E-06,1,1.11E-06,1,1.11E-06,1,1.11E-06,1,1.11E-06,1,1.11E-06,1,6.65E-06,7
E05000266,4.97E-06,Alexandra,13,1.15E-06,3,7.65E-07,2,7.65E-07,2,7.65E-07,2,1.53E-06,4,7.65E-07,2,7.65E-07,2,7.65E-07,2,7.65E-07,2,7.65E-07,2,7.65E-07,2,4.59E-06,12.92307692
E05000267,3.61E-06,Bounds Green,5,5.05E-06,7,7.21E-07,1,7.21E-07,1,7.21E-07,1,6.49E-06,9,7.21E-07,1,7.21E-07,1,7.21E-07,1,7.21E-07,1,7.21E-07,1,2.16E-06,3,5.77E-06,8.421052632
E05000268,1.07E-06,Bruce Grove,1,9.61E-06,9,1.07E-06,1,1.07E-06,1,1.07E-06,1,5.34E-06,5,1.07E-06,1,1.07E-06,1,1.07E-06,1,1.07E-06,1,1.07E-06,1,1.07E-06,1,6.41E-06,6.352941176
E05000269,3.47E-06,Crouch End,5,4.17E-06,6,1.39E-06,2,6.94E-07,1,6.94E-07,1,2.78E-06,4,6.94E-07,1,6.94E-07,1,6.94E-07,1,6.94E-07,1,6.94E-07,1,2.78E-06,4,6.25E-06,9.642857143
E05000270,5.53E-06,Fortis Green,11,5.02E-07,1,5.02E-07,1,5.02E-07,1,5.02E-07,1,5.02E-07,1,5.02E-07,1,5.02E-07,1,5.02E-07,1,5.02E-07,1,5.02E-07,1,5.02E-07,1,3.01E-06,7.2
E05000271,1.28E-05,Harringay,20,9.58E-06,15,1.28E-06,2,6.39E-07,1,1.92E-06,3,2.55E-06,4,6.39E-07,1,6.39E-07,1,6.39E-07,1,6.39E-07,1,6.39E-07,1,1.28E-06,2,4.47E-06,7.28
E05000272,1.68E-05,Highgate,42,2.81E-06,7,8.02E-07,2,8.02E-07,2,8.02E-07,2,3.21E-06,8,8.02E-07,2,8.02E-07,2,8.02E-07,2,8.02E-07,2,8.02E-07,2,8.02E-07,2,4.81E-06,12.57142857
E05000273,5.69E-06,Hornsey,6,1.90E-06,2,9.49E-07,1,9.49E-07,1,9.49E-07,1,9.49E-07,1,9.49E-07,1,9.49E-07,1,9.49E-07,1,9.49E-07,1,9.49E-07,1,9.49E-07,1,5.69E-06,7
E05000274,7.26E-06,Muswell Hill,12,6.05E-07,1,6.05E-07,1,6.05E-07,1,6.05E-07,1,1.21E-06,2,6.05E-07,1,6.05E-07,1,6.05E-07,1,6.05E-07,1,6.05E-07,1,1.21E-06,2,4.23E-06,8.166666667
E05000275,4.90E-06,Noel Park,6,4.08E-06,5,8.16E-07,1,8.16E-07,1,8.16E-07,1,8.16E-07,1,8.16E-07,1,8.16E-07,1,8.16E-07,1,8.16E-07,1,8.16E-07,1,4.90E-06,6,8.97E-06,12.22222222
E05000276,1.22E-05,Northumberland Park,23,1.06E-06,2,5.30E-07,1,5.30E-07,1,5.30E-07,1,5.30E-07,1,5.30E-07,1,5.30E-07,1,5.30E-07,1,5.30E-07,1,5.30E-07,1,1.06E-06,2,3.71E-06,8.166666667
E05000277,5.49E-06,St. Ann's,6,9.14E-07,1,9.14E-07,1,9.14E-07,1,9.14E-07,1,7.31E-06,8,9.14E-07,1,9.14E-07,1,9.14E-07,1,9.14E-07,1,9.14E-07,1,9.14E-07,1,5.49E-06,6.5
E05000278,1.08E-05,Seven Sisters,14,7.72E-07,1,7.72E-07,1,7.72E-07,1,7.72E-07,1,7.72E-07,1,7.72E-07,1,7.72E-07,1,7.72E-07,1,7.72E-07,1,7.72E-07,1,7.72E-07,1,4.63E-06,7.2
E05000279,0.00012343,Stroud Green,135,9.14E-07,1,9.14E-07,1,9.14E-07,1,9.14E-07,1,2.74E-06,3,9.14E-07,1,9.14E-07,1,9.14E-07,1,9.14E-07,1,9.14E-07,1,9.14E-07,1,5.49E-06,6.857142857
E05000280,2.21E-06,Tottenham Green,3,4.41E-06,6,7.35E-07,1,7.35E-07,1,7.35E-07,1,3.68E-06,5,1.47E-06,2,7.35E-07,1,7.35E-07,1,7.35E-07,1,7.35E-07,1,2.94E-06,4,7.35E-06,10.71428571
E05000281,1.15E-05,Tottenham Hale,22,2.62E-06,5,5.23E-07,1,5.23E-07,1,5.23E-07,1,2.09E-06,4,5.23E-07,1,5.23E-07,1,5.23E-07,1,5.23E-07,1,5.23E-07,1,5.23E-07,1,3.14E-06,6.5
E05000282,1.36E-05,West Green,19,3.57E-06,5,7.15E-07,1,7.15E-07,1,7.15E-07,1,7.15E-07,1,7.15E-07,1,7.15E-07,1,7.15E-07,1,7.15E-07,1,7.15E-07,1,2.86E-06,4,6.43E-06,10
E05000283,5.89E-07,White Hart Lane,1,5.89E-07,1,5.89E-07,1,5.89E-07,1,5.89E-07,1,5.89E-07,1,5.89E-07,1,5.89E-07,1,5.89E-07,1,5.89E-07,1,5.89E-07,1,5.89E-07,1,3.53E-06,7.2
E05000284,1.40E-05,Woodside,21,2.67E-06,4,1.34E-06,2,1.34E-06,2,1.34E-06,2,4.01E-06,6,1.34E-06,2,1.34E-06,2,1.34E-06,2,1.34E-06,2,1.34E-06,2,2.00E-06,3,8.68E-06,13.8125
E05000285,1.13E-06,Belmont,2,1.69E-06,3,1.13E-06,2,1.13E-06,2,1.13E-06,2,1.69E-06,3,1.13E-06,2,1.13E-06,2,1.13E-06,2,1.13E-06,2,1.13E-06,2,1.13E-06,2,6.75E-06,13
E05000286,1.24E-06,Canons,7,1.78E-07,1,1.78E-07,1,1.78E-07,1,1.78E-07,1,1.78E-07,1,1.78E-07,1,1.78E-07,1,1.78E-07,1,1.78E-07,1,1.78E-07,1,1.78E-07,1,1.07E-06,7.2
E05000287,7.13E-06,Edgware,10,2.14E-06,3,1.43E-06,2,1.43E-06,2,1.43E-06,2,2.85E-06,4,1.43E-06,2,1.43E-06,2,1.43E-06,2,1.43E-06,2,1.43E-06,2,2.85E-06,4,9.98E-06,15.07692308
E05000288,2.87E-06,Greenhill,5,8.02E-06,14,5.73E-07,1,5.73E-07,1,5.73E-07,1,5.73E-06,10,5.73E-07,1,5.73E-07,1,1.15E-06,2,5.73E-07,1,1.72E-06,3,2.29E-06,4,6.88E-06,12.44444444
E05000289,8.40E-07,Harrow on the Hill,3,1.96E-06,7,2.80E-07,1,2.80E-07,1,2.80E-07,1,2.52E-06,9,2.80E-07,1,2.80E-07,1,2.80E-07,1,2.80E-07,1,2.80E-07,1,2.80E-07,1,1.68E-06,6.315789474
E05000290,6.54E-07,Harrow Weald,3,2.18E-07,1,2.18E-07,1,2.18E-07,1,2.18E-07,1,2.18E-07,1,2.18E-07,1,2.18E-07,1,2.18E-07,1,2.18E-07,1,2.18E-07,1,2.18E-07,1,1.31E-06,7.2
E05000291,3.05E-07,Hatch End,1,3.05E-07,1,3.05E-07,1,3.05E-07,1,3.05E-07,1,3.05E-07,1,3.05E-07,1,3.05E-07,1,3.05E-07,1,3.05E-07,1,3.05E-07,1,9.15E-07,3,2.44E-06,9.6
E05000292,3.03E-07,Headstone North,1,3.03E-07,1,3.03E-07,1,3.03E-07,1,3.03E-07,1,3.03E-07,1,3.03E-07,1,3.03E-07,1,3.03E-07,1,3.03E-07,1,3.03E-07,1,3.03E-07,1,1.82E-06,7.2
E05000293,6.81E-07,Headstone South,1,6.81E-07,1,6.81E-07,1,6.81E-07,1,6.81E-07,1,6.81E-07,1,6.81E-07,1,6.81E-07,1,6.81E-07,1,6.81E-07,1,6.81E-07,1,1.36E-06,2,4.77E-06,8.4
E05000294,7.82E-07,Kenton East,1,7.82E-07,1,7.82E-07,1,7.82E-07,1,7.82E-07,1,7.82E-07,1,7.82E-07,1,7.82E-07,1,7.82E-07,1,7.82E-07,1,7.82E-07,1,7.82E-07,1,4.69E-06,7.2
E05000295,3.40E-06,Kenton West,6,5.67E-07,1,5.67E-07,1,5.67E-07,1,5.67E-07,1,1.13E-06,2,5.67E-07,1,5.67E-07,1,5.67E-07,1,5.67E-07,1,5.67E-07,1,5.67E-07,1,3.40E-06,7
E05000296,2.43E-06,Marlborough,4,3.64E-06,6,6.07E-07,1,6.07E-07,1,6.07E-07,1,1.28E-05,21,6.07E-07,1,6.07E-07,1,6.07E-07,1,6.07E-07,1,6.07E-07,1,1.21E-06,2,4.25E-06,7.233333333
E05000297,1.53E-06,Pinner,5,1.22E-06,4,3.05E-07,1,3.05E-07,1,3.05E-07,1,3.05E-07,1,3.05E-07,1,3.05E-07,1,3.05E-07,1,3.05E-07,1,3.05E-07,1,3.05E-07,1,1.83E-06,6.75
E05000298,2.13E-06,Pinner South,5,1.71E-06,4,4.26E-07,1,4.26E-07,1,4.26E-07,1,2.56E-06,6,4.26E-07,1,4.26E-07,1,4.26E-07,1,4.26E-07,1,4.26E-07,1,4.26E-07,1,2.56E-06,6.461538462
E05000299,2.48E-06,Queensbury,4,3.72E-06,6,1.24E-06,2,1.24E-06,2,1.24E-06,2,3.72E-06,6,1.24E-06,2,1.24E-06,2,1.24E-06,2,1.24E-06,2,1.24E-06,2,1.86E-06,3,8.06E-06,13.72222222
E05000300,6.54E-07,Rayners Lane,1,7.19E-06,11,6.54E-07,1,6.54E-07,1,6.54E-07,1,3.27E-06,5,6.54E-07,1,6.54E-07,1,6.54E-07,1,6.54E-07,1,6.54E-07,1,2.61E-06,4,5.88E-06,9.473684211
E05000301,1.99E-06,Roxbourne,3,3.32E-06,5,6.64E-07,1,6.64E-07,1,6.64E-07,1,5.98E-06,9,6.64E-07,1,6.64E-07,1,6.64E-07,1,6.64E-07,1,6.64E-07,1,1.33E-06,2,4.65E-06,7.411764706
E05000302,3.17E-06,Roxeth,5,6.35E-06,10,6.35E-07,1,6.35E-07,1,6.35E-07,1,5.08E-06,8,6.35E-07,1,6.35E-07,1,1.27E-06,2,6.35E-07,1,6.35E-07,1,1.90E-06,3,5.71E-06,9.428571429
E05000303,2.24E-07,Stanmore Park,1,4.49E-07,2,2.24E-07,1,2.24E-07,1,2.24E-07,1,2.24E-07,1,2.24E-07,1,2.24E-07,1,2.24E-07,1,2.24E-07,1,2.24E-07,1,2.24E-07,1,1.35E-06,7
E05000304,1.67E-06,Wealdstone,2,5.85E-06,7,8.36E-07,1,8.36E-07,1,8.36E-07,1,1.67E-06,2,8.36E-07,1,8.36E-07,1,8.36E-07,1,8.36E-07,1,8.36E-07,1,3.34E-06,4,7.53E-06,9.75
E05000305,6.60E-07,West Harrow,1,6.60E-07,1,6.60E-07,1,6.60E-07,1,6.60E-07,1,2.64E-06,4,6.60E-07,1,6.60E-07,1,6.60E-07,1,6.60E-07,1,6.60E-07,1,6.60E-07,1,3.96E-06,6.75
E05000306,7.14E-07,Brooklands,3,4.76E-07,2,2.38E-07,1,2.38E-07,1,2.38E-07,1,2.38E-07,1,2.38E-07,1,2.38E-07,1,2.38E-07,1,2.38E-07,1,2.38E-07,1,2.38E-07,1,1.43E-06,7
E05000307,1.53E-07,Cranham,1,1.53E-07,1,1.53E-07,1,1.53E-07,1,1.53E-07,1,3.05E-07,2,1.53E-07,1,1.53E-07,1,1.53E-07,1,1.53E-07,1,1.53E-07,1,1.53E-07,1,9.15E-07,7
E05000308,5.46E-07,Elm Park,2,2.73E-07,1,2.73E-07,1,2.73E-07,1,2.73E-07,1,2.73E-07,1,2.73E-07,1,2.73E-07,1,2.73E-07,1,2.73E-07,1,2.73E-07,1,2.73E-07,1,1.64E-06,7.2
E05000309,2.15E-07,Emerson Park,1,2.15E-07,1,2.15E-07,1,2.15E-07,1,2.15E-07,1,4.31E-07,2,2.15E-07,1,2.15E-07,1,2.15E-07,1,2.15E-07,1,2.15E-07,1,2.15E-07,1,1.29E-06,7
E05000310,2.58E-07,Gooshays,2,1.29E-07,1,1.29E-07,1,1.29E-07,1,1.29E-07,1,1.29E-07,1,1.29E-07,1,1.29E-07,1,1.29E-07,1,1.29E-07,1,1.29E-07,1,3.87E-07,3,1.03E-06,9.6
E05000311,1.22E-06,Hacton,3,4.06E-07,1,4.06E-07,1,4.06E-07,1,4.06E-07,1,4.06E-07,1,4.06E-07,1,4.06E-07,1,4.06E-07,1,4.06E-07,1,4.06E-07,1,4.06E-07,1,2.43E-06,7.2
E05000312,5.27E-07,Harold Wood,4,7.91E-07,6,1.32E-07,1,1.32E-07,1,1.32E-07,1,2.64E-07,2,1.32E-07,1,1.32E-07,1,1.32E-07,1,1.32E-07,1,1.32E-07,1,1.32E-07,1,7.91E-07,6.545454545
E05000313,1.02E-07,Havering Park,1,1.02E-07,1,1.02E-07,1,1.02E-07,1,1.02E-07,1,1.02E-07,1,1.02E-07,1,1.02E-07,1,1.02E-07,1,1.02E-07,1,1.02E-07,1,1.02E-07,1,6.13E-07,7.2
E05000314,2.93E-07,Heaton,1,2.93E-07,1,2.93E-07,1,2.93E-07,1,2.93E-07,1,2.93E-07,1,2.93E-07,1,2.93E-07,1,2.93E-07,1,2.93E-07,1,2.93E-07,1,2.93E-07,1,1.76E-06,7.2
E05000315,3.45E-07,Hylands,1,3.45E-07,1,3.45E-07,1,3.45E-07,1,3.45E-07,1,3.45E-07,1,3.45E-07,1,3.45E-07,1,3.45E-07,1,3.45E-07,1,3.45E-07,1,3.45E-07,1,2.07E-06,7.2
E05000316,6.57E-07,Mawneys,2,3.29E-07,1,3.29E-07,1,3.29E-07,1,3.29E-07,1,3.29E-07,1,3.29E-07,1,3.29E-07,1,3.29E-07,1,3.29E-07,1,3.29E-07,1,6.57E-07,2,2.30E-06,8.4
E05000317,2.28E-06,Pettits,9,2.53E-07,1,2.53E-07,1,2.53E-07,1,2.53E-07,1,2.53E-07,1,2.53E-07,1,2.53E-07,1,2.53E-07,1,2.53E-07,1,2.53E-07,1,2.53E-07,1,1.52E-06,7.2
E05000318,6.52E-07,Rainham and Wennington,11,5.92E-08,1,5.92E-08,1,5.92E-08,1,5.92E-08,1,5.92E-08,1,5.92E-08,1,5.92E-08,1,5.92E-08,1,5.92E-08,1,5.92E-08,1,5.92E-08,1,3.55E-07,7.2
E05000319,3.14E-06,Romford Town,9,1.40E-06,4,3.49E-07,1,3.49E-07,1,3.49E-07,1,1.05E-06,3,1.05E-06,3,3.49E-07,1,3.49E-07,1,3.49E-07,1,3.49E-07,1,1.40E-06,4,3.84E-06,12.1
E05000320,3.74E-07,St. Andrew's,1,2.24E-06,6,3.74E-07,1,3.74E-07,1,3.74E-07,1,3.74E-07,1,3.74E-07,1,3.74E-07,1,3.74E-07,1,3.74E-07,1,3.74E-07,1,3.74E-07,1,2.24E-06,6.6
E05000321,5.82E-07,South Hornchurch,4,1.45E-07,1,1.45E-07,1,1.45E-07,1,1.45E-07,1,1.45E-07,1,1.45E-07,1,1.45E-07,1,1.45E-07,1,1.45E-07,1,1.45E-07,1,1.45E-07,1,8.73E-07,7.2
E05000322,3.77E-07,Squirrel's Heath,1,3.77E-07,1,3.77E-07,1,3.77E-07,1,3.77E-07,1,3.77E-07,1,3.77E-07,1,3.77E-07,1,3.77E-07,1,3.77E-07,1,3.77E-07,1,3.77E-07,1,2.26E-06,7.2
E05000323,8.87E-08,Upminster,2,4.44E-08,1,4.44E-08,1,4.44E-08,1,4.44E-08,1,4.44E-08,1,4.44E-08,1,4.44E-08,1,4.44E-08,1,4.44E-08,1,4.44E-08,1,4.44E-08,1,2.66E-07,7.2
E05000324,3.78E-06,Barnhill,8,1.42E-06,3,9.44E-07,2,9.44E-07,2,9.44E-07,2,2.83E-06,6,9.44E-07,2,9.44E-07,2,9.44E-07,2,9.44E-07,2,9.44E-07,2,9.44E-07,2,5.67E-06,12.8
E05000325,2.29E-07,Botwell,1,2.29E-07,1,2.29E-07,1,2.29E-07,1,2.29E-07,1,4.58E-07,2,2.29E-07,1,2.29E-07,1,2.29E-07,1,2.29E-07,1,2.29E-07,1,2.29E-07,1,1.38E-06,7
